1404361,Cat,153,14023807,Senior Paws Plus for Cats,true,true,null,4,2275.88,"Feline Senior Wellness Labwork, Wellness Exam, CareClub Checkup Exam, Wellness Exam, Feline Dental, HomeAgain Service, Feline Dental Xray",7,true,false,153,49435715,Senior Paws Plus for Cats,true,true,Pet passed away,3,3320.88,"Canine/Feline Senior Radiographs, CareClub Checkup Exam, Feline Senior Wellness Labwork, Wellness Exam, Wellness Exam, Feline Senior Wellness Labwork, Canine/Feline Senior Radiographs, CareClub Checkup Exam",8,false,false,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1433175,Dog,153,14023677,Senior Paws for Dogs,true,true,null,4,2106.13,"Canine Adult Bordetella Vaccine, Canine/Feline Senior Radiographs, CareClub Checkup Exam, Canine/Feline Senior Blood Pressure, Canine Senior Wellness Labwork, Fecal Test, Wellness Exam, Wellness Exam, Canine Adult Rabies Vaccine",9,false,true,153,14024464,Senior Paws for Dogs,true,true,null,3,2131.83,"Fecal Test, Canine Adult Bordetella Vaccine, Wellness Exam, CareClub Checkup Exam, Canine Senior Wellness Labwork, Wellness Exam, Canine/Feline Senior Radiographs, Canine/Feline Senior Blood Pressure",8,false,true,153,49458725,Senior Paws for Dogs,true,true,null,4,2186.33,"Fecal Test, CareClub Checkup Exam, Canine Adult Bordetella Vaccine, Wellness Exam, Canine/Feline Senior Radiographs, Canine Senior Wellness Labwork, Canine/Feline Senior Blood Pressure, Wellness Exam",8,false,true,153,49699000,Senior Paws for Dogs,true,true,Pet passed away,4,3335.58,"Wellness Exam, Canine/Feline Senior Radiographs, Wellness Exam, Canine Adult Combo Vaccine, Canine Senior Wellness Labwork, CareClub Checkup Exam, Canine/Feline Senior Radiographs, CareClub Checkup Exam, Canine Senior Wellness Labwork, Canine Adult Combo Vaccine, Wellness Exam, Wellness Exam",12,false,true
1438834,Dog,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,153,49437277,Senior Paws Plus for Dogs,true,false,Pet passed away,3,4654.58,"Canine Adult Rabies Vaccine, Canine Senior Wellness Labwork, Canine Adult Bordetella Vaccine, Wellness Exam, Canine/Feline Senior Radiographs, Canine Dental, Canine/Feline Senior Blood Pressure, Canine Adult Bordetella Vaccine, Canine/Feline Senior Radiographs, Canine Adult Rabies Vaccine, Canine Senior Wellness Labwork, Canine Dental Xray, Wellness Exam, Canine/Feline Senior Blood Pressure, Canine Dental, Canine Dental Xray",16,true,true,null,null,null,null,null,null,null,null,null,null,null,null
1849352,Dog,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1154,18043981,Senior Paws Plus for Dogs,true,false,Lost job,8,3438.93,"Wellness Exam, Canine Adult Rabies Vaccine, CareClub Checkup Exam, CareClub Checkup Exam, Canine Influenza or Lyme Vaccine, Canine Senior Wellness Labwork, Wellness Exam, Canine Adult Combo Vaccine, Canine/Feline Senior Radiographs, Canine Adult Bordetella Vaccine, Canine/Feline Senior Blood Pressure, CareClub Checkup Exam, Canine Dental, Canine Dental Xray, Fecal Test, CareClub Checkup Exam",16,true,true,null,null,null,null,null,null,null,null,null,null,null,null
1849352,Dog,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1154,18044402,Senior Paws Plus for Dogs,true,false,null,8,3438.93,"Wellness Exam, Canine Adult Rabies Vaccine, CareClub Checkup Exam, CareClub Checkup Exam, Canine Influenza or Lyme Vaccine, Canine Senior Wellness Labwork, Wellness Exam, Canine Adult Combo Vaccine, Canine/Feline Senior Radiographs, Canine Adult Bordetella Vaccine, Canine/Feline Senior Blood Pressure, CareClub Checkup Exam, Canine Dental, Canine Dental Xray, Fecal Test, CareClub Checkup Exam",16,true,true,null,null,null,null,null,null,null,null,null,null,null,null
3205654,Dog,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,873,22880443,Senior Paws for Dogs,true,false,Client changed mind,2,1377.48,"Canine Adult Rabies Vaccine, Canine Adult Combo Vaccine, Wellness Exam, Canine Adult Bordetella Vaccine, Fecal Test, Canine Adult Rabies Vaccine, Canine Adult Combo Vaccine, Wellness Exam, Canine Adult Bordetella Vaccine, Fecal Test",10,false,true,null,null,null,null,null,null,null,null,null,null,null,null
4872798,Dog,183,14380775,Senior Paws Plus for Dogs,true,false,null,4,1762.7800000000002,"CareClub Checkup Exam, Canine Dental, Wellness Exam, Canine Adult Bordetella Vaccine, Canine Senior Wellness Labwork, Wellness Exam",6,true,true,183,14381454,Senior Paws Plus for Dogs,true,true,null,6,2540.73,"Wellness Exam, Canine/Feline Senior Radiographs, Canine/Feline Senior Blood Pressure, CareClub Checkup Exam, Canine Dental, CareClub Checkup Exam, Canine Adult Bordetella Vaccine, CareClub Checkup Exam, Canine Adult Rabies Vaccine, Canine Senior Wellness Labwork, Fecal Test, Wellness Exam, CareClub Checkup Exam",13,true,true,183,14382120,Senior Paws Plus for Dogs,true,true,null,2,2295.1800000000003,"Canine Senior Wellness Labwork, Fecal Test, Canine Adult Combo Vaccine, Canine Adult Bordetella Vaccine, Canine Dental Xray, Canine Dental, Wellness Exam",7,true,true,183,14382800,Senior Paws Plus for Dogs,true,true,Pet passed away,1,1665.93,"Wellness Exam, Canine Adult Combo Vaccine",2,false,true
5286277,Dog,152,13962706,Senior Paws Plus for Dogs,true,false,null,5,3626.18,"Canine Dental, Canine Dental Xray, Canine/Feline Senior Radiographs, Canine Senior Wellness Labwork, Fecal Test, CareClub Checkup Exam, Canine/Feline Senior Blood Pressure, Wellness Exam, Canine Adult Combo Vaccine, Canine Adult Rabies Vaccine, Canine Adult Bordetella Vaccine, Canine Senior Wellness Labwork, Canine Senior Wellness Labwork",13,true,true,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
17045552,Cat,357,15600730,Senior Paws Plus for Cats,true,false,null,5,2555.98,"CareClub Checkup Exam, CareClub Checkup Exam, Feline Dental, Feline Dental Xray, CareClub Checkup Exam, Canine/Feline Senior Blood Pressure, Wellness Exam, Fecal Test, Feline Senior Wellness Labwork, Canine/Feline Senior Radiographs",10,true,false,357,15601159,Senior Paws for Cats,true,true,null,4,2230.28,"Fecal Test, CareClub Checkup Exam, Feline Senior Wellness Labwork, Canine/Feline Senior Blood Pressure, CareClub Checkup Exam, Canine/Feline Senior Radiographs, Feline Adult Rabies Vaccine, Feline Adult FVRCP Vaccine, Wellness Exam",9,false,true,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
17046294,Cat,357,15600735,Senior Paws Plus for Cats,true,false,Client issue,3,3707.2800000000007,"Canine/Feline Senior Blood Pressure, Fecal Test, Canine/Feline Senior Radiographs, HomeAgain Service, Feline Dental Xray, Wellness Exam, Feline Dental, Feline Senior Wellness Labwork, Feline Dental Xray, Feline Dental, Fecal Test, Canine/Feline Senior Radiographs, Canine/Feline Senior Blood Pressure, Feline Senior Wellness Labwork, HomeAgain Service, Wellness Exam",16,true,false,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
